txn_id,sender,receiver,amount,timestamp,sender_label,receiver_label
97d42f9831204177b531bb4c8ae9e264,ACC_43ca46ad,ACC_3c11c7d5,1026.52,2026-03-04T23:30:38.484508,0,0
c8437c0d255c45efbe3b524f1cade6d6,ACC_43ca46ad,ACC_93b49356,19784.19,2026-03-11T02:17:28.978931,0,0
36dcd133c7094e75a7a7a31d14a843a6,ACC_43ca46ad,ACC_f02deb14,17632.03,2026-03-09T11:28:01.628399,0,0
e5559eaaea7343eb89643d0d8a82f19d,ACC_9890fade,ACC_5874aa93,125.14,2026-03-03T22:46:32.338631,0,0
19c456e2c7dc42248840d32a0bebba07,ACC_9890fade,ACC_8c5dd497,722.67,2026-03-26T20:48:44.323333,0,0
74e1d2cb2fb24494962b5cc0cb2e4687,ACC_9890fade,ACC_5874aa93,348.06,2026-03-16T16:57:36.464521,0,0
9743b0c8ace449bc92bc485580dc656c,ACC_9890fade,ACC_f7459bf4,644.86,2026-03-24T21:40:32.758487,0,0
c2df160f3ff04063ae53cd1586ab5a42,ACC_9890fade,ACC_d218146c,707.37,2026-03-05T18:24:16.774564,0,0
19a3af55e1b34cbd92a909542a665cec,ACC_9890fade,ACC_d218146c,382.95,2026-03-29T03:52:19.741792,0,0
be7dc15a814a4baaa1521c6b6a511018,ACC_9890fade,ACC_5874aa93,242.87,2026-03-03T20:30:24.832988,0,0
87cb53a0dac3451598be5fc048fd9ea0,ACC_9890fade,ACC_8c5dd497,1377.45,2026-03-20T09:01:16.076517,0,0
39bacb42fd8d409aba5cba47f56e08f0,ACC_9890fade,ACC_f7459bf4,667.33,2026-03-27T12:27:52.614977,0,0
cc57985ec8944a20ab4063c8b94bd6f0,ACC_9890fade,ACC_d218146c,137.42,2026-03-21T16:14:56.559856,0,0
e2f77558d7334c7d8716aacdfcff615b,ACC_9890fade,ACC_5874aa93,467.76,2026-03-26T07:02:10.938691,0,0
f5dd168dedf742559086c8d232ef3da8,ACC_9890fade,ACC_f7459bf4,418.46,2026-03-18T09:00:08.035639,0,0
4024fa5c79a847c5bed6e805f2e167cf,ACC_4f941a06,ACC_19a8bf36,8259.42,2026-03-19T12:28:45.716095,0,0
6abb993d5208447e859f347429051422,ACC_4f941a06,ACC_ccf091da,349.67,2026-03-16T15:58:07.337646,0,0
a203e59d2db447e7a4d8d478eeea73cf,ACC_4f941a06,ACC_19a8bf36,1909.86,2026-03-29T15:34:38.320081,0,0
73969313d3e54761bd3ebe1a800408f7,ACC_4f941a06,ACC_19a8bf36,931.39,2026-03-05T12:41:28.566516,0,0
50eae57636e242deaab8ccdcc1e9c2dc,ACC_4f941a06,ACC_19a8bf36,1350.54,2026-03-06T21:15:26.895011,0,0
46de62795e8a4904a555185f6230a1d5,ACC_4f941a06,ACC_ccf091da,624.72,2026-03-26T15:06:57.223232,0,0
d2997585e8e6475cb2a6a84f41cc15fb,ACC_4f941a06,ACC_49391033,666.65,2026-03-14T21:33:39.809387,0,0
d3ec8b2154aa4944b49749889c066a80,ACC_4f941a06,ACC_19a8bf36,1535.26,2026-03-20T09:59:05.255450,0,0
ae079fd25dbf4f2ab6b331572c194361,ACC_4f941a06,ACC_19a8bf36,5638.18,2026-03-20T06:01:06.559769,0,0
377193adbbc649b89cd3440fd500ddb0,ACC_4f941a06,ACC_ccf091da,1571.07,2026-03-14T14:48:35.784987,0,0
9251f043735f466aa1951114f27b1a81,ACC_4f941a06,ACC_49391033,318.4,2026-03-22T09:05:51.214599,0,0
fe7c19a4a1074e449587c6230271bc21,ACC_86526069,ACC_d0fc29d2,412.04,2026-03-28T21:44:31.607760,0,0
c5f9f845ae7f401eaf087668344d929e,ACC_86526069,ACC_d0fc29d2,269.93,2026-03-07T12:52:28.814351,0,0
9ce222eb9a3d49e6a64562821b010da1,ACC_86526069,ACC_c6870ad9,47562.13,2026-03-29T05:13:23.359362,0,0
a54d594c5a3e40b2b83e0fe232015db9,ACC_86526069,ACC_c6870ad9,22847.83,2026-03-26T09:57:17.428460,0,0
89c894ef7a9d435296a73ac33af3c0a6,ACC_86526069,ACC_c4e3e241,1428.22,2026-03-20T04:16:05.260791,0,0
f2c044c73f6c443b8feb5239a69aa22a,ACC_86526069,ACC_c4e3e241,34.6,2026-03-07T07:15:51.764300,0,0
fde19d20d9904e6dacc7b048b27ca207,ACC_86526069,ACC_c6870ad9,13476.75,2026-03-16T09:55:49.112315,0,0
76f51cef6c2e40e2aad9a585147b9f2c,ACC_86526069,ACC_d0fc29d2,1140.95,2026-03-08T13:46:10.404058,0,0
2d8515b767994b93b9045017ce4dab49,ACC_86526069,ACC_c4e3e241,158.22,2026-03-13T14:47:37.993391,0,0
3943480c821741af980dcb9d1f4a7305,ACC_86526069,ACC_c6870ad9,41468.39,2026-03-18T09:43:34.255113,0,0
fcdb5c9997ae4058a427ea7abd383952,ACC_10ac5398,ACC_f24c7648,705.9,2026-03-25T01:04:15.227096,0,0
fcbcfaeef08f4682a9c6ffeee69f0d52,ACC_10ac5398,ACC_f24c7648,152.76,2026-03-22T14:54:26.695048,0,0
894d652c25df4a62a131b3108309fa83,ACC_10ac5398,ACC_f2f38096,2474.09,2026-03-25T11:38:56.381120,0,0
126ec194ff9540e9bb3cef4c7f0d7103,ACC_10ac5398,ACC_f24c7648,2374.2,2026-03-24T09:29:22.618812,0,0
fb22c1a37db044a98543868821f525b3,ACC_10ac5398,ACC_f24c7648,1512.0,2026-03-12T06:49:36.904794,0,0
bd3bae2e328244e1a0c6d1bf15909817,ACC_10ac5398,ACC_f24c7648,1201.98,2026-03-25T03:54:51.594235,0,0
12936c719737491ea833b331a6f1e5e0,ACC_10ac5398,ACC_f24c7648,982.12,2026-03-15T13:08:30.588433,0,0
f5ec582ffee441a1aea1872ce376bd5e,ACC_10ac5398,ACC_f2f38096,1172.47,2026-03-25T22:33:22.175273,0,0
e8ba833f68b24ca48a03a27ab3daff60,ACC_10ac5398,ACC_f2f38096,388.94,2026-03-09T18:57:16.262191,0,0
9480656e1d7c4cbfac72265bbba31860,ACC_10ac5398,ACC_f2f38096,1402.66,2026-03-14T13:24:39.740634,0,0
